Type,Name,Statement,Where,Date,Link
972,true,Scott Walker,"""Wisconsin is #1 in the Midwest for personal income growth over the year.""",tweet,"July 30, 2014",https://www.politifact.com/factchecks/2014/aug/14/scott-walker/scott-walker-says-wisconsin-tops-its-neighbors-inc/
973,true,Kasim Reed,"""The minimum number of infrastructure (needs) in Atlanta is $900 million.""",press conference,"July 29, 2014",https://www.politifact.com/factchecks/2014/aug/12/kasim-reed/mayor-gives-conservative-estimate-city-needs/
974,true,George Barker,"Uncompensated care has ""gone down by 30 percent just in the first few months"" of Medicaid expansion in the states that adopted it.",statement,"July 26, 2014",https://www.politifact.com/factchecks/2014/aug/10/george-barker/sen-george-barker-says-uncompensated-care-has-fall/
975,true,Rand Paul,"""It cost us more to shut the government down than to keep it open.""",speech,"August 5, 2014",https://www.politifact.com/factchecks/2014/aug/07/rand-paul/rand-paul-rightly-says-government-shutdown-was-mor/
976,true,Greater Wisconsin Committee,"Milwaukee County Sheriff David A. Clarke Jr. advised citizens to ""point that barrel center mass and pull the trigger"" because ""911 is not our best option.""",campaign TV ad,"August 5, 2014",https://www.politifact.com/factchecks/2014/aug/07/greater-wisconsin-political-fund/group-says-sheriff-david-clarke-said-calling-911-n/
977,true,Henry Cisneros,"San Antonio is ""now the largest city in the United States ever to have an African American woman mayor.""",statement after Ivy Taylors selection as mayor of SAntonio,"July 22, 2014",https://www.politifact.com/factchecks/2014/aug/06/henry-cisneros/ivy-taylor-first-african-american-female-serving-m/
978,true,Bob Donovan,"""There has never been an alderman who has defeated an incumbent mayor in the history of this great city.""",speech,"July 29, 2014",https://www.politifact.com/factchecks/2014/aug/06/bob-donovan/bob-donovan-wants-to-go-where-no-alderman-has-gone/
979,true,Dennis Richardson,"""It's been 17 years that we've had unemployment higher than the national average in Oregon.""",campaign debate,"July 18, 2014",https://www.politifact.com/factchecks/2014/aug/04/dennis-richardson/has-oregons-unemployment-rate-been-above-national-/
980,true,Nancy Pelosi,"""The House of Representatives has never sued a sitting president in all of U.S. history.""",fundraising letter,"July 29, 2014",https://www.politifact.com/factchecks/2014/jul/31/nancy-pelosi/nancy-pelosi-says-us-house-has-never-sued-sitting-/
981,true,Brett Smiley,"There are ""approximately 20,000 annual gun purchases in Rhode Island.""",campaign brochure,"June 25, 2014",https://www.politifact.com/factchecks/2014/jul/20/brett-smiley/providence-mayoral-candidate-brett-smiley-says-the/
982,true,Mitch McConnell,"""More women are graduating from college now than men.""",remarks to voters,"July 10, 2014",https://www.politifact.com/factchecks/2014/jul/18/mitch-mcconnell/mitch-mcconnell-says-more-women-graduate-college-m/
983,true,Jason Riley,"""Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.""",comments,"July 14, 2014",https://www.politifact.com/factchecks/2014/jul/17/jason-riley/black-voter-turnout-exceed-white-voter-turnout-eve/
984,true,Henry Cuellar,"""If you're a Mexican, you get sent back. ... But if you're from a noncontiguous country like the Central American countries"" then you can stay in the United States.",interview,"July 6, 2014",https://www.politifact.com/factchecks/2014/jul/10/henry-cuellar/rep-texas-says-immigrant-minors-countries-dont-bor/
985,true,Sheldon Whitehouse,"""There are already more American jobs in the solar industry than in coal mining.""",newspaper commentary,"May 27, 2014",https://www.politifact.com/factchecks/2014/jul/06/sheldon-whitehouse/there-are-already-more-american-jobs-solar-industr/
986,true,Leticia Van de Putte,"Dan Patrick was the only state senator ""who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses.""",her speech to Texas Democratic Party state convention,"June 27, 2014",https://www.politifact.com/factchecks/2014/jul/03/leticia-van-de-putte/dan-patrick-was-sole-senator-oppose-veterans-progr/
987,true,Allan Fung,"Republican candidate for governor Ken Block was ""fined and had to admit that (he) funneled money illegally to the Moderate Party.""",debate,"June 17, 2014",https://www.politifact.com/factchecks/2014/jun/29/allan-fung/allan-fung-gop-challenger-ken-block-was-fined-ille/
988,true,League of Conservation Voters,"Says Iowa Senate candidate Joni Ernst ""promises to shut down the Department of Education and abolish the EPA.""",TV ad,"June 23, 2014",https://www.politifact.com/factchecks/2014/jun/27/league-conservation-voters/does-joni-ernst-want-abolish-education-department-/
989,true,Austin Water Utility,Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years’ worth of Austin’s water use.,as quoted,"May 27, 2014",https://www.politifact.com/factchecks/2014/jun/24/austin-water-utility/water-sent-past-austin-downstream-farmers-2011-amo/
990,true,Dick Cheney,"""The number of terrorists out there"" has doubled.",comments,"June 22, 2014",https://www.politifact.com/factchecks/2014/jun/22/dick-cheney/dick-cheney-number-terrorists-has-doubled/
991,true,Mark Pocan,"Wisconsin was the ""first state to ban public and private sector employment discrimination based on sexual orientation.""",press release,"June 16, 2014",https://www.politifact.com/factchecks/2014/jun/22/mark-pocan/mark-pocan-says-wisconsin-was-first-state-ban-empl/
992,true,Battleground Texas,"Says Dan Patrick has ""called immigration into Texas an invasion"" and ""said immigrants coming into Texas bring ‘third-world diseases.’""",interview,"June 10, 2014",https://www.politifact.com/factchecks/2014/jun/20/battleground-texas/dan-patrick-has-called-illegal-immigration-invasio/
993,true,Rick Perry,"A record number of immigrants not from Mexico are ""being apprehended at the border.""",interview,"June 17, 2014",https://www.politifact.com/factchecks/2014/jun/18/rick-perry/rick-perry-correct-record-number-immigrants-not-me/
994,true,Ken Paxton,"""At the beginning of World War II, we had a relatively small army, smaller than Portugal’s.""",speech at RepublicParty of Texas convention,"June 6, 2014",https://www.politifact.com/factchecks/2014/jun/13/ken-paxton/us-army-was-smaller-army-portugal-world-war-ii/
995,true,Hillary Clinton,"""The U.S. military footprint in Africa is nearly nonexistent.""",her book Hard Choices,"June 10, 2014",https://www.politifact.com/factchecks/2014/jun/12/hillary-clinton/hillary-clinton-says-memoir-theres-very-little-us-/
996,true,John Oliver,"FIFA ""pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.""",segment,"June 8, 2014",https://www.politifact.com/factchecks/2014/jun/11/john-oliver/john-oliver-says-fifa-pressured-brazil-lifting-its/
997,true,Chuck Todd,"""Cantor's campaign spent more at steakhouses than Brat spent on his entire campaign.""",comments,"June 11, 2014",https://www.politifact.com/factchecks/2014/jun/11/chuck-todd/rare-feat-cantor-spent-more-steakhouses-opponent-d/
998,true,Hillary Clinton,"By 2009, ""dozens of senior terrorists had been taken off the battlefield"" by drones.",her book Hard Choices,"June 10, 2014",https://www.politifact.com/factchecks/2014/jun/11/hillary-clinton/hillary-clinton-says-2009-us-drones-had-killed-doz/
999,true,John Oliver,"Brazil built a $300 million stadium in the Amazon rainforest that ""is only going to be used for four World Cup games,"" and there’s no team ""that can fill it afterwards.""",segment,"June 8, 2014",https://www.politifact.com/factchecks/2014/jun/11/john-oliver/john-oliver-says-new-soccer-stadium-world-cup-will/
1000,true,Mark Warner,"""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt.""",speech,"May 29, 2014",https://www.politifact.com/factchecks/2014/jun/10/mark-warner/warner-says-us-student-debt-has-surpassed-credit-c/
1001,true,Charles Krauthammer,"The Israelis ""gave up 1,000 terrorists in return for one sergeant.""",remarks,"June 4, 2014",https://www.politifact.com/factchecks/2014/jun/08/charles-krauthammer/did-israel-trade-1000-prisoners-one/
1002,true,Mike Martinez,Four (maybe five) Latinos have served on the Austin City Council.,remarks at gathering,"May 28, 2014",https://www.politifact.com/factchecks/2014/jun/06/mike-martinez/few-hispanic-residents-elected-austin-city-council/
1003,true,Mike Hashimoto,"""Public display of a long rifle is perfectly legal in Texas.""",commentary,"June 2, 2014",https://www.politifact.com/factchecks/2014/jun/05/mike-hashimoto/texas-law-effectively-permits-long-rifles-be-toted/
1004,true,Earl Blumenauer,"""Marijuana is less addictive than both alcohol and tobacco.""",website statement,"May 15, 2014",https://www.politifact.com/factchecks/2014/jun/04/earl-blumenauer/marijuana-less-addictive-both-alcohol-and-tobacco/
1005,true,Brian Kemp,"""The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.""",statement,"May 19, 2014",https://www.politifact.com/factchecks/2014/jun/04/brian-kemp/early-voting-grows-popularity/
1006,true,Democratic National Committee,Rick Perry doesn’t think there should be a federal minimum wage.,email blast,"May 29, 2014",https://www.politifact.com/factchecks/2014/may/30/democratic-national-committee/2014-rick-perry-saying-he-opposes-federal-governme/
1007,true,Major Garrett,"""It's been nearly three weeks since the president has commented"" on questions about possible hidden wait lists at veterans hospitals.",interview,"May 18, 2014",https://www.politifact.com/factchecks/2014/may/20/major-garrett/garrett-va-troubles-nothing-public-obama-3-weeks/
1008,true,Ron Johnson,"Before the terrorist attacks in Benghazi, ""the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.""",opinion article,"May 6, 2014",https://www.politifact.com/factchecks/2014/may/19/ron-johnson/hillary-clintons-state-department-reduced-security/
1009,true,Republican Party of Virginia,"""Ninety-seven percent of the time. That’s how often Mark Warner votes with President Obama.""",web ad,"April 25, 2014",https://www.politifact.com/factchecks/2014/may/15/republican-party-virginia/virginia-gop-says-warner-voted-obama-97-percent-ti/
1010,true,Julián Castro,"Says Dan Patrick ""proposed Arizona-style show-me-your-papers legislation.""",Univision debate,"April 15, 2014",https://www.politifact.com/factchecks/2014/may/14/julian-castro/dan-patrick-proposed-arizona-style-law-requiring-p/
1011,true,Joaquin Castro,"With only 67 bills or so passed into law, ""2013 was the least productive year in congressional history since we’ve been keeping record.""",interview with McAllen Monitor,"April 24, 2014",https://www.politifact.com/factchecks/2014/may/09/joaquin-castro/congress-propelled-fewer-bills-law-2013-lowest-pro/
1012,true,Dawson Hodgson,"The Rhode Island Parole Board ""never received an objection from the attorney general"" to the parole of  convicted murder Alfred Brissette.",TV interview,"March 27, 2014",https://www.politifact.com/factchecks/2014/apr/30/dawson-hodgson/dawson-hodgson-says-ri-attorney-general-peter-kilm/
1013,true,Don Balfour,"""I am the only senator who turned down the state pension plan for part-time legislators.""",campaign flier,"April 15, 2014",https://www.politifact.com/factchecks/2014/apr/28/don-balfour/balfour-declined-legislative-pension/
1014,true,Alicia Menendez,"""A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.""",comments,"April 27, 2014",https://www.politifact.com/factchecks/2014/apr/27/alicia-menendez/menendez-white-family-likely-have-6-times-much-wea/
1015,true,Gina Raimondo,"""My Treasury team eliminated a 900-case backlog in the Crime Victim Compensation Program.""",website statement,"April 3, 2014",https://www.politifact.com/factchecks/2014/apr/27/gina-raimondo/raimondo-touts-having-cleared-900-claims-backlogge/
1016,true,Seth Magaziner,"""In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.""",appearance,"April 13, 2014",https://www.politifact.com/factchecks/2014/apr/21/seth-magaziner/treasurer-candidate-seth-magaziner-says-1-4-rhode-/
1017,true,Robert Sarvis,"""Did you know US population growth is at its lowest since the Great Depression?""",tweet,"March 31, 2014",https://www.politifact.com/factchecks/2014/apr/21/robert-sarvis/robert-sarvis-says-us-population-growing-slowest-r/
1018,true,Virginia Foxx,"Americans spend ""6.1 billion hours a year"" on tax preparation.",comment,"April 15, 2014",https://www.politifact.com/factchecks/2014/apr/15/virginia-foxx/it-takes-americans-61-billion-hours-prepare-their-/
1019,true,Progressive Choice Florida,"Says Charlie Crist ""implemented Jeb Bush’s A+ Plan.""",campaign mailer,"March 30, 2014",https://www.politifact.com/factchecks/2014/apr/15/progressive-choice/charlie-crist-implemented-jeb-bushs-plan-group-say/
1020,true,Morgan Griffith,"""From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.""",congressional testimony,"March 25, 2014",https://www.politifact.com/factchecks/2014/apr/14/morgan-griffith/rep-morgan-griffith-says-epa-job-growth-outstips-u/
1021,true,Barack Obama,"During Lyndon B. Johnson’s first 20 years in Congress, ""he opposed every civil rights measure that came up for a vote.""",speech at Lyndon B Johnson Library,"April 10, 2014",https://www.politifact.com/factchecks/2014/apr/14/barack-obama/lyndon-johnson-opposed-every-civil-rights-proposal/
1022,true,Chris Taylor,"""The Capitol rotunda was actually made to invite the people in and to accommodate protests.""",video,"March 11, 2014",https://www.politifact.com/factchecks/2014/apr/14/chris-taylor/rep-chris-taylor-says-state-capitol-rotunda-was-de/
1023,true,Republican Party of Florida,"""In 2006, Charlie Crist opposed in-state tuition for illegal immigrants.""",email ,"April 10, 2014",https://www.politifact.com/factchecks/2014/apr/11/republican-party-florida/charlie-crist-opposed-state-tuition-dreamers-2006-/
1024,true,National Partnership for Women & Families,"""Women in Oregon are paid 79 cents for every dollar paid to men. If the wage gap was eliminated, a working woman in Oregon would have enough money for 2,877 gallons of gas, 72 more weeks of food for her family or nearly 12 more months of rent.""",news release,"April 8, 2014",https://www.politifact.com/factchecks/2014/apr/10/national-partnership-women-families/would-eliminating-pay-gap-oregon-let-women-buy-287/
1025,true,Joe Scarborough,"Before ""our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.""",comments,"April 10, 2014",https://www.politifact.com/factchecks/2014/apr/10/joe-scarborough/how-rare-it-we-had-three-presidents-re-elected-con/
1026,true,Bob Beckel,"""The Koch brothers are one of the biggest polluters in the country.""",broadcast of The Five,"April 3, 2014",https://www.politifact.com/factchecks/2014/apr/09/bob-beckel/bob-beckel-koch-brothers-are-one-biggest-polluters/
1027,true,Chris Taylor,"""Drone technology now allows an individual to be recorded in their homes by drones as small as birds and immediately uploaded to the internet.""",news release,"April 1, 2014",https://www.politifact.com/factchecks/2014/apr/09/chris-taylor/bird-sized-drones-could-record-you-inside-your-hom/
1028,true,Jerry Patterson,Says he was the only statewide elected official to speak in favor of a federal guest worker plan at the 2012 Republican Party of Texas convention.,news story,"March 30, 2014",https://www.politifact.com/factchecks/2014/apr/08/jerry-patterson/jerry-patterson-flew-solo-among-statewide-elected-/
1029,true,Michael McCaul,"""When people enter the service, there’s not a mental health evaluation.""",comments,"April 6, 2014",https://www.politifact.com/factchecks/2014/apr/06/michael-mccaul/mccaul-when-people-enter-service-theres-not-mental/
1030,true,Lamar Smith,"The National Science Foundation awarded $700,000 to fund a climate change musical.",committee hearing,"March 26, 2014",https://www.politifact.com/factchecks/2014/apr/02/lamar-smith/climate-change-musical-funded-700000-national-scie/
1031,true,Meria Carstarphen,The Austin Independent School District’s graduation rate reached an all-time high of 82.5 percent in 2012.,press release,"March 27, 2014",https://www.politifact.com/factchecks/2014/apr/02/meria-carstarphen/grad-rates-rise-austin/
1032,true,Heidi Heilman,"""Today’s marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.""",commentary,"March 13, 2014",https://www.politifact.com/factchecks/2014/mar/30/heidi-heilman/marijuana-legalization-opponent-heidi-heilman-says/
1033,true,Edward Lindsey,Georgia has recovered more than $60 million that was lost to Medicaid fraud,press release,"March 20, 2014",https://www.politifact.com/factchecks/2014/mar/28/ed-lindsey/state-lawmakers-claim-medicaid-fraud-recovery-corr/
1034,true,Alison Lundergan Grimes,"Says Sen. Mitch McConnell is ""the No. 1 recipient of contributions from lobbyists this cycle.""",campaign email to supporters,"March 27, 2014",https://www.politifact.com/factchecks/2014/mar/27/alison-lundergan-grimes/does-mitch-mcconnell-receive-more-money-lobbyists-/
1035,true,Greg Morris,You can buy lobster with food stamps.,article,"March 13, 2014",https://www.politifact.com/factchecks/2014/mar/21/greg-morris/food-stamp-lobster-claim-true-extent-unclear/
1036,true,James Moore,"""Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.""",tweet,"March 20, 2014",https://www.politifact.com/factchecks/2014/mar/20/jim-moore/sen-ted-cruz-has-been-iowa-four-times-his-tenure-r/
1037,true,Hemant Mehta,"""In Oregon, students are skipping math class to learn about the Bible.""",blog post,"March 11, 2014",https://www.politifact.com/factchecks/2014/mar/19/hemant-mehta/are-oregon-students-skipping-math-class-learn-abou/
1038,true,Nathan Deal,Georgia has saved $20 million through changes in criminal sentencing.,speech,"February 26, 2014",https://www.politifact.com/factchecks/2014/mar/19/nathan-deal/georgia-sentencing-reforms-pays-budget-deal-says/
1039,true,Jon Stewart,"Says Abraham Lincoln tried to buy slaves' freedom in border states, but the states ""all rejected it.""",broadcast of The Daily Show,"March 11, 2014",https://www.politifact.com/factchecks/2014/mar/18/jon-stewart/jon-stewart-lincoln-tried-buy-slaves-free-them/
1040,true,Katrina vanden Heuvel,"""The majority support (raising) the minimum wage.""",broadcast of ABCs ThWeek,"March 16, 2014",https://www.politifact.com/factchecks/2014/mar/16/katrina-vanden-heuvel/do-most-americans-favor-hike-minimum-wage/
1041,true,NAACP,"In the U.S., ""African-Americans continue to be arrested at nearly three and one half times the rate of whites"" on marijuana charges.",news release,"March 3, 2014",https://www.politifact.com/factchecks/2014/mar/16/naacp/new-england-naacp-says-african-americans-us-are-ar/
1042,true,Seneca Jones,"Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: ""Do you know that most all mills in Oregon have retooled over the past 20 years?""",newspaper ads,"March 2, 2014",https://www.politifact.com/factchecks/2014/mar/14/seneca-jones/have-most-all-oregon-sawmills-retooled-over-past-2/
1043,true,Rob Portman,"""The average family (is) now bringing home $4,000 less than they did just five years ago.""",Republicweekly address,"March 8, 2014",https://www.politifact.com/factchecks/2014/mar/12/rob-portman/rob-portman-says-average-us-family-earning-4000-le/
1044,true,Rick Perry,"""If you rent a U-Haul to move your company, it costs twice as much to go from San Francisco to Austin than the other way around, because you can’t find enough trucks to flee the Golden State.""",speech,"March 7, 2014",https://www.politifact.com/factchecks/2014/mar/12/rick-perry/rick-perry-correct-trucks-cost-half-much-rent-goin/
1045,true,Scott Walker,"""Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion"" in tax relief.",statement to reporters,"March 4, 2014",https://www.politifact.com/factchecks/2014/mar/12/scott-walker/gov-scott-walker-says-he-has-generated-2-billion-t/
1046,true,Greg Abbott,"""As attorney general, I have prosecuted judges, district attorneys and other public officials across Texas who violated that (public) trust, who have been corrupted.""",opinion article,"February 10, 2014",https://www.politifact.com/factchecks/2014/mar/11/greg-abbott/greg-abbotts-office-has-prosecuted-public-official/
1047,true,Barbara Comstock,"Says five Democratic state senators were for her bicycle tailgating bill ""before they were against it.""",Facebook post,"February 19, 2014",https://www.politifact.com/factchecks/2014/mar/10/barbara-comstock/barabara-comstock-says-democrats-flip-flopped-bicy/
1048,true,Lee Leffingwell,"Austin is ""a city that has basically doubled in size every 25 years or so since it was founded.""",hState of City address,"February 25, 2014",https://www.politifact.com/factchecks/2014/mar/07/lee-leffingwell/austins-population-has-doubled-every-25-years-or-s/
1049,true,Brian Clem,"Oregon has never before tried to create a land-use plan for ""what it should look like for 50 years.""",newspaper story,"February 28, 2014",https://www.politifact.com/factchecks/2014/mar/06/state-rep-brian-clem-d-salem/has-oregon-never-created-land-use-plan-what-it-sho/
1050,true,American Petroleum Institute,"Says ""Bill Clinton and George Bush both say build the Keystone XL.""",television ad,"March 2, 2014",https://www.politifact.com/factchecks/2014/mar/05/american-petroleum-institute/do-bill-clinton-and-george-bush-support-keystone-x/
1051,true,Larry Pressler,"""American Hustle shows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.""",campaign ad,"February 28, 2014",https://www.politifact.com/factchecks/2014/mar/04/larry-pressler/larry-pressler-recalls-role-rejecting-abscam-bribe/
1052,true,Paul Ryan,"""Over the past three years, ‘deep poverty’ has reached its highest level on record.""",report issued by House Budget Committee Republicstaff,"March 3, 2014",https://www.politifact.com/factchecks/2014/mar/04/paul-ryan/paul-ryan-releases-report-saying-percentage-americ/
1053,true,Casey Cagle,"""For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.""",interview,"January 22, 2014",https://www.politifact.com/factchecks/2014/mar/04/casey-cagle/cagle-state-saves-money-shorter-session/
1054,true,David Ignatius,"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.""",comments,"March 2, 2014",https://www.politifact.com/factchecks/2014/mar/02/david-ignatius/historical-claim-shows-why-crimea-matters-russia/
1055,true,Mike Rogers,"Crimea was part of Russia ""until 1954, when it was given to the Soviet Republic of the Ukraine.""",comments,"March 2, 2014",https://www.politifact.com/factchecks/2014/mar/02/mike-rogers/why-crimea-matters-russia/
1056,true,Bing West,Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.,radio interview,"February 25, 2014",https://www.politifact.com/factchecks/2014/mar/02/bing-west/author-bing-west-says-seventy-five-percent-young-a/
1057,true,Louise Slaughter,"Says ""by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels.""",tweet,"February 27, 2014",https://www.politifact.com/factchecks/2014/feb/28/louise-slaughter/louise-slaughter-tweets-four-five-black-and-hispan/
1058,true,David Jolly,"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.""",Congressional campaign debate,"February 25, 2014",https://www.politifact.com/factchecks/2014/feb/28/david-jolly/david-jolly-says-social-security-not-guaranteed-ac/
1059,true,Mothers Against Drunk Driving,"""A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.""",press release,"February 11, 2014",https://www.politifact.com/factchecks/2014/feb/24/mothers-against-drunk-driving/madd-says-most-drunken-driving-deaths-caused-first/
1060,true,Leonidas Raptakis,"Rhode Island is ""almost dead last"" among Northeastern states in the length of time first-degree murderers must spend in prison before they’re eligible for parole.",news conference,"February 11, 2014",https://www.politifact.com/factchecks/2014/feb/22/leonidas-raptakis/rep-leonidas-raptakis-ri-murderers-parole-wait-sho/
1061,true,Jason Carter,"""Since 2009, Georgia's public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.""",press statement,"February 18, 2014",https://www.politifact.com/factchecks/2014/feb/21/jason-carter/georgia-down-9000-plus-teachers/
1062,true,Rachel Maddow,"""When the Dallas/Fort Worth Airport needed to stop its earthquake spike a few years ago, they temporarily shut down the wells that were injecting fracking fluid into the ground ... (and) those earthquakes stopped.""",broadcast of MSNBCs The Rachel Maddow Show,"February 17, 2014",https://www.politifact.com/factchecks/2014/feb/19/rachel-maddow/msnbcs-maddow-earthquakes-led-texas-airport-close-/
1063,true,Wolf Blitzer,"The words ""subhuman mongrel,"" which Ted Nugent called President Barack Obama, were used by the Nazis to ""justify the genocide of the Jewish community.""",comments,"February 18, 2014",https://www.politifact.com/factchecks/2014/feb/19/wolf-blitzer/wolf-blitzer-ted-nugent-used-nazi-terminology-subh/
1064,true,Kasim Reed,"The annual gross domestic product of metro Atlanta is ""bigger than 28 states in the union.""",speech,"January 31, 2014",https://www.politifact.com/factchecks/2014/feb/18/kasim-reed/reed-metro-atlanta-financial-behemoth/
1065,true,Mark Pocan,"As a result of climate change, ice fishermen in Wisconsin ""are already noticing fewer days they can be out on our ice covered lakes.""",speech,"January 16, 2014",https://www.politifact.com/factchecks/2014/feb/17/mark-pocan/rep-mark-pocan-says-ice-fishing-season-shorter-bec/
1066,true,Terry McAuliffe,"""Seventy percent of all uninsured live in households in which at least one person is working.""",speech,"January 13, 2014",https://www.politifact.com/factchecks/2014/feb/17/terry-mcauliffe/mcauliffe-says-70-percent-medically-uninsured-live/
1067,true,Mike Stenhouse,"Of minimum wage workers in Rhode Island ""only 14 percent serve as sole income earner for their family.""",news release,"January 27, 2014",https://www.politifact.com/factchecks/2014/feb/14/mike-stenhouse/minimum-wage-workers-rhode-island-only-14-percent-/
1068,true,Tammy Baldwin,"""Over 3 million Americans are employed in the growing green-collar workforce,"" which is more than the number ""of people working in the fossil fuel industry.""",news release,"January 22, 2014",https://www.politifact.com/factchecks/2014/feb/14/tammy-baldwin/expansive-definition-helps-green-jobs-outnumber-oi/
1069,true,Van Jones,"The Keystone pipeline creates ""35 permanent jobs"" after construction, according to a government report.",segment,"February 3, 2014",https://www.politifact.com/factchecks/2014/feb/10/van-jones/cnns-van-jones-says-keystone-pipeline-only-creates/
1070,true,Hugh Thompson,"""Six of Georgia’s counties have no lawyers at all.""",State of Judiciary address,"February 5, 2014",https://www.politifact.com/factchecks/2014/feb/10/hugh-thompson/access-legal-help-issue-justice-says/
1071,true,Ed Gillespie,"Mark Warner voted for ""nearly $1 trillion in new taxes and $7 trillion in new debt.""",web ad,"January 16, 2014",https://www.politifact.com/factchecks/2014/feb/10/ed-gillespie/gillespie-says-warner-voted-new-taxes-and-more-deb/
1072,true,Candy Crowley,"""It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.""",comments,"February 9, 2014",https://www.politifact.com/factchecks/2014/feb/09/candy-crowley/cnns-candy-crowley-says-its-unusual-president-or-t/
1073,true,Monica Wehby,"Some businesses in Oregon ""are having to shrink back their businesses as a result of the law.""",town meeting,"January 10, 2014",https://www.politifact.com/factchecks/2014/feb/06/monica-wehby/are-people-having-shrink-back-their-businesses-bec/
1074,true,Alex Sink,"Pinellas County voters ""elected me as their chief financial officer … (and) elected me as (their) governor four years ago.""",debate,"February 3, 2014",https://www.politifact.com/factchecks/2014/feb/05/alex-sink/alex-sink-says-pinellas-county-voted-her-be-cfo-go/
1075,true,Nan Orrock,Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.,television interview,"January 22, 2014",https://www.politifact.com/factchecks/2014/feb/04/nan-orrock/orrock-questions-drug-testing-plan/
1076,true,Raphael Warnock,"""Georgia has the fifth-highest number of uninsured people of any state in the union.""",speech,"January 20, 2014",https://www.politifact.com/factchecks/2014/feb/03/raphael-warnock/ranks-uninsured-high-georgia/
1077,true,Roger Goodell,"""The extra point is almost automatic. … (The NFL) had five missed extra points this year out of 1,200 some odd"" attempts.",interview,"January 20, 2014",https://www.politifact.com/factchecks/2014/jan/31/roger-goodell/nfls-goodell-extra-point-almost-automatic/
1078,true,Marshall Faulk,"Quarterbacks ""won the (Super Bowl) MVP more than 50 percent of the time.""",comments,"January 28, 2014",https://www.politifact.com/factchecks/2014/jan/30/marshall-faulk/looking-good-bet-super-bowl-mvp-likely-be-quarterb/
1079,true,Barack Obama,"""Every four minutes, another American home or business goes solar.""",State of Union speech,"January 28, 2014",https://www.politifact.com/factchecks/2014/jan/29/barack-obama/obama-says-every-four-minutes-another-american-hom/
1080,true,Barack Obama,"There is ""more oil produced at home than we buy from the rest of the world – the first time that’s happened in nearly 20 years.""",State of Union address,"January 28, 2014",https://www.politifact.com/factchecks/2014/jan/29/barack-obama/state-union-obama-says-us-produces-more-oil-it-buy/
1081,true,Barack Obama,"During the past four years, ""average wages have barely budged.""",State of Union address,"January 28, 2014",https://www.politifact.com/factchecks/2014/jan/29/barack-obama/state-union-obama-says-over-past-four-years-averag/
1082,true,Democratic Party of Wisconsin,"""The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin.""",news release,"January 22, 2014",https://www.politifact.com/factchecks/2014/jan/27/state-democratic-party-wisconsin/wisconsin-democratic-party-says-state-budget-surpl/
1083,true,Richard August,"Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island.",Providence Journal commentary,"January 12, 2014",https://www.politifact.com/factchecks/2014/jan/26/richard-august/gun-commentator-says-technique-rhode-island-plans-/
1084,true,Patty Murray,"In the past three years, state legislatures have ""enacted more of these restrictions (on abortion) than in the previous 10 years combined.""",online statement,"January 22, 2014",https://www.politifact.com/factchecks/2014/jan/24/patty-murray/more-state-abortion-restrictions-were-enacted-last/
1085,true,Jason Carter,"The average Georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in.",speech,"January 15, 2014",https://www.politifact.com/factchecks/2014/jan/23/jason-carter/carter-target-family-income/
